"id","event_timestamp","proctitle","username","exit","ppid","pid","auid","uid","gid","euid","suid","fsuid","egid","sgid","fsgid"
1927,"2019-06-06 16:18:58+00","curl --fail -sSl http%3A//169.254.169.254/latest/meta-data/placement/availability-zone","root",0,21831,21832,4294967295,0,0,0,0,0,0,0,0
